#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2015-04-03T15:28:05 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ551ead82562d	
#INFO	-out.max=99999	
#INFO	queryParameters=14	
#-oc.form=sexa
#-out.max=99999
#-out.add=_RAJ,_DEJ
#-order=I
#-nav=cat:VII/118&tab:{VII/118/ngc2000}&key:source=VII/118/ngc2000&HTTPPRM:&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=sexa&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=VII/118/ngc2000
#-out=Name
#-out=Type
#-out=size
#-out=mag
#

#RESOURCE=yCat_7118
#Name: VII/118
#Title: NGC 2000.0 (Sky Publishing, ed. Sinnott 1988)
#Coosys	B2000:	eq_FK4 B2000
#Table	VII_118_ngc2000:
#Name: VII/118/ngc2000
#Title: The NGC 2000.0 Catalogue
#Column	_RAJ2000	(A7)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(A6)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data)	[ucd=pos.eq.dec]
#Column	Name	(A5)	NGC or IC designation (preceded by I)	[ucd=meta.id;meta.main]
#Column	Type	(A3)	Object classification (1)	[ucd=src.class]
#Column	size	(F5.1)	? Largest dimension	[ucd=phys.angSize]
#Column	mag	(F4.1)	? Integrated magnitude, visual or photographic (see n_mag)	[ucd=phot.mag;em.opt]
_RAJ2000	_DEJ2000	Name	Type	size	mag
00 47 24.1	+27 49 00	I1584	 Gx	  1.8	15.0
00 47 30.1	-31 25 00	  254	 Gx	  2.1	11.8
00 47 36.1	-25 17 00	  253	 Gx	 25.1	 7.1
00 47 36.1	-73 29 00	  265	 Gb	     	12.0
00 47 48.1	+19 34 00	  251	 Gx	     	14.0
00 47 48.1	-11 28 00	  255	 Gx	  3.1	11.8
00 47 54.1	+22 22 00	I1586	 Gx	     	
00 48 00.1	+27 38 00	  252	 Gx	  1.8	13.0
00 48 00.1	-73 17 00	  267	C+N	     	
00 48 06.1	+08 19 00	  257	 Gx	  2.1	14.0
00 48 06.1	-02 47 00	  259	 Gx	  3.2	
00 48 12.1	+27 38 00	  258	 Gx	     	15.0
00 48 18.1	-38 14 00	  264	 Gx	  0.9	
00 48 24.1	+04 06 00	I  52	 Gx	  1.2	15.0
00 48 30.1	-73 32 00	  269	 Gb	     	12.0
00 48 36.1	+27 42 00	  260	 Gx	  1.0	14.0
00 48 48.1	+31 57 00	  262	 Gx	  1.4	15.0
00 48 48.1	-23 34 00	I1587	 Gx	  0.8	15.0
00 48 54.1	-13 06 00	  263	 Gx	     	14.0
00 49 48.1	+32 16 00	  266	 Gx	  3.2	13.0
00 50 12.1	-05 12 00	  268	 Gx	  1.7	13.0
00 50 30.1	+10 37 00	I  53	   	     	
00 50 42.1	-08 39 00	  270	 Gx	     	13.0
00 50 48.1	-01 53 00	  271	 Gx	  2.5	13.0
00 50 48.1	-06 53 00	  273	 Gx	  2.6	13.0
00 50 48.1	-02 17 00	I  54	 D*	     	
00 51 00.1	-07 03 00	  274	 Gx	  1.7	13.0
00 51 00.1	-23 33 00	I1588	   	     	
00 51 06.1	-07 04 00	  275	 Gx	  1.5	12.5
00 51 18.1	-73 09 00	  290	 OC	     	12.0
00 51 24.1	+35 50 00	  272	 OC	     	
00 51 30.1	-08 35 00	  277	 Gx	     	13.0
00 51 30.1	-12 51 00	I  56	 Gx	  1.3	
00 51 30.1	-34 28 00	I1589	   	     	
00 51 42.1	+07 43 00	I  55	 Gx	  0.5	14.0
00 52 06.1	-22 41 00	  276	 Gx	     	14.0
00 52 06.1	+47 33 00	  278	 Gx	  2.2	10.9
00 52 06.1	-73 21 00	  294	 Nb	     	
00 52 06.1	-22 41 00	I1591	 Gx	  1.3	
00 52 18.1	-02 12 00	  279	 Gx	  1.8	14.0
00 52 30.1	+24 20 00	  280	 Gx	     	14.0
00 52 42.1	-31 12 00	  289	 Gx	  3.7	12.0
00 52 48.1	+56 37 00	  281	C+N	 35.0	 7.0
00 52 48.1	+30 37 00	  282	 Gx	     	14.0
00 52 48.1	-26 35 00	  288	 Gb	 13.8	 8.1
00 52 48.1	-72 50 00	  292	 Gx	     	
00 53 06.1	+56 35 00	I1590	 OC	     	
00 53 18.1	-13 11 00	  283	 Gx	     	14.0
00 53 30.1	+05 46 00	I1592	 Gx	  1.1	15.0
00 53 30.1	-58 07 00	I1597	 Gx	  1.4	
00 53 36.1	-13 09 00	  284	 Gx	     	15.0
00 53 36.1	-13 06 00	  286	 Gx	     	14.0
00 53 36.1	+32 29 00	  287	 Gx	     	15.0
00 53 36.1	-08 45 00	  291	 Gx	     	14.0
00 53 42.1	-13 10 00	  285	 Gx	     	
00 53 42.1	-47 39 00	I1594	 Gx	  1.2	
00 53 48.1	-45 11 00	I1595	 Gx	  1.2	
00 54 00.1	-72 10 00	  299	C+N	     	11.0
00 54 18.1	-07 14 00	  293	 Gx	     	14.0
00 54 30.1	-23 29 00	I1599	 Gx	  0.8	15.0
00 54 42.1	+32 30 00	I1593	   	     	
00 54 42.1	+21 31 00	I1596	 Gx	  2.5	15.0
00 54 42.1	+05 46 00	I1598	 Gx	  1.3	15.0
00 54 48.1	-16 40 00	  303	 Gx	     	
00 54 48.1	+11 50 00	I  57	 Gx	  1.1	16.0
00 54 54.1	-37 41 00	  300	 Gx	 20.0	 9.0
00 54 54.1	-72 13 00	  306	C+N	     	12.0
00 55 00.1	-07 21 00	  297	D*?	     	
00 55 00.1	-07 21 00	  298	 Gx	     	13.0
00 55 00.1	-23 31 00	I1600	 Gx	  0.7	15.0
00 55 06.1	-13 41 00	I  58	 Gx	  0.6	15.0
00 55 12.1	+31 31 00	  295	 Gx	     	13.0
00 55 24.1	+31 40 00	  296	 Gx	     	15.0
00 55 36.1	-24 09 00	I1601	   	     	
00 55 54.1	-09 59 00	I1602	 Gx	  0.7	14.0
00 56 00.1	+12 06 00	  305	Ast	     	
00 56 06.1	+24 07 00	  304	 Gx	     	14.0
00 56 06.1	-13 23 00	I  60	 Gx	  0.6	15.0
00 56 12.1	-72 29 00	  330	 OC	  2.0	 9.6
00 56 18.1	-10 40 00	  301	 Gx	     	
00 56 18.1	-52 47 00	  312	 Gx	  1.8	
00 56 24.1	-10 39 00	  302	  *	     	
00 56 24.1	-01 47 00	  308	  *	     	
00 56 36.1	-01 46 00	  307	 Gx	     	14.0
00 56 42.1	-09 55 00	  309	 Gx	  3.1	11.8
00 56 42.1	-52 59 00	  323	 Gx	  1.3	
00 56 42.1	+61 04 00	I  59	 Nb	 10.0	
00 56 54.1	-01 46 00	  310	  *	     	
00 56 54.1	-31 58 00	  314	 Gx	  1.2	
00 57 00.1	-43 50 00	  319	 Gx	  1.1	
00 57 00.1	-52 55 00	  328	 Gx	  2.8	
00 57 00.1	-45 25 00	I1603	 Gx	  1.3	
00 57 06.1	+07 31 00	I  61	 Gx	  1.5	15.0
00 57 12.1	-43 44 00	  322	 Gx	  1.3	
00 57 24.1	-05 02 00	  321	 Gx	     	
00 57 36.1	+30 16 00	  311	 Gx	     	14.0
00 57 36.1	+43 47 00	  317	 Gx	     	15.0
00 57 36.1	-48 54 00	I1605	 Gx	  1.6	
00 57 42.1	-74 29 00	  339	 Gb	  2.2	11.9
00 57 48.1	+30 21 00	  313	 Gx	  3.6	12.0
00 57 48.1	+30 21 00	  315	 Gx	  3.2	13.0
00 57 48.1	+30 21 00	  316	 Gx	  3.6	12.0
00 57 54.1	-05 08 00	  325	 Gx	     	16.0
00 57 54.1	-05 08 00	  327	 Gx	  1.9	13.0
00 58 00.1	-05 04 00	  329	 Gx	  1.9	13.0
00 58 00.1	-16 15 00	I1604	   	     	
00 58 06.1	+30 25 00	  318	 Gx	     	15.0
00 58 24.1	+26 52 00	  326	 Gx	  1.5	13.2
00 58 24.1	-12 11 00	I1606	   	     	
00 58 36.1	-40 30 00	  324	 Gx	     	
00 58 36.1	-02 43 00	  331	  ?	     	
00 58 42.1	+11 49 00	I  62	 Gx	  1.0	15.0
00 58 48.1	-20 50 00	  320	 Gx	     	15.0
00 58 48.1	+07 06 00	  332	 Gx	     	15.0
00 58 48.1	-16 29 00	  333	 Gx	     	16.0
00 58 48.1	-35 08 00	  334	 Gx	     	
00 58 48.1	-18 46 00	  336	 Gx	     	12.0
00 58 54.1	+00 36 00	I1607	 Gx	  1.1	14.0
00 59 06.1	-72 11 00	  346	C+N	 14.0	10.3
00 59 18.1	-18 14 00	  335	 Gx	  1.2	
00 59 24.1	+27 03 00	I  64	 Gx	  1.3	16.0
00 59 24.1	-34 20 00	I1608	 Gx	  1.7	
00 59 30.1	+60 49 00	I  63	 Nb	 10.0	
00 59 42.1	-72 21 00	I1611	   	     	
00 59 48.1	-07 35 00	  337	 Gx	  2.8	11.6
00 59 48.1	-40 20 00	I1609	 Gx	  1.4	
01 00 00.1	-72 23 00	I1612	   	     	
01 00 18.1	-06 55 00	I  67	   	     	
01 00 24.1	-06 57 00	I  68	   	     	
01 00 30.1	+30 48 00	I  66	 Gx	  1.1	15.0
01 00 36.1	+30 39 00	  338	 Gx	     	14.0
01 00 36.1	-06 53 00	  340	 Gx	     	14.0
01 00 48.1	-09 11 00	  341	 Gx	     	13.0
01 00 48.1	-06 47 00	  342	 Gx	     	14.0
01 00 48.1	-23 14 00	  343	  *	     	
01 00 54.1	-53 15 00	  348	 Gx	  1.1	
01 00 54.1	+47 41 00	I  65	 Gx	  4.3	13.0
01 01 06.1	+00 03 00	I  70	   	     	
01 01 18.1	-06 47 00	I  71	   	     	
01 01 24.1	-06 54 00	  345	 Gx	     	13.0
01 01 24.1	-06 49 00	  347	 Gx	     	14.0
01 01 24.1	+31 03 00	I  69	 Gx	     	15.0
01 01 30.1	-06 46 00	I  72	   	     	
01 01 36.1	-23 16 00	  344	 Gx	  0.9	
01 01 42.1	-15 34 00	I1610	 Gx	  1.2	14.0
01 01 54.1	-06 49 00	  349	 Gx	     	13.0
01 02 00.1	-06 49 00	  350	 Gx	     	15.0
01 02 06.1	-01 55 00	  351	 Gx	     	14.0
01 02 06.1	-04 15 00	  352	 Gx	  2.7	13.0
01 02 12.1	-71 33 00	  361	 Gb	  1.5	11.8
01 02 36.1	-01 56 00	  353	 Gx	     	14.0
01 02 54.1	-65 37 00	  360	 Gx	  3.3	
01 03 12.1	-06 20 00	  355	 Gx	     	15.0
01 03 12.1	-70 51 00	  362	 Gb	 12.9	 6.6
01 03 18.1	+22 20 00	  354	 Gx	  0.9	14.0
01 03 18.1	-07 00 00	  356	 Gx	     	13.0
01 03 18.1	-72 05 00	  371	 OC	  8.0	
01 03 24.1	-06 20 00	  357	 Gx	  2.6	11.8
01 03 54.1	-72 49 00	  376	   	     	
01 04 06.1	-35 07 00	  365	 Gx	     	
01 04 06.1	-51 08 00	I1615	 Gx	  1.2	
01 04 18.1	-51 02 00	I1617	 Gx	  1.5	
01 04 24.1	-00 45 00	  359	 Gx	     	15.0
01 04 24.1	-43 16 00	  368	 Gx	     	
01 04 36.1	-00 51 00	  364	 Gx	     	14.0
01 04 48.1	+02 07 00	I1613	 Gx	 12.0	 9.3
01 04 54.1	-12 09 00	  367	  ?	     	
01 04 54.1	+04 46 00	I  73	 Gx	     	15.0
01 04 54.1	-27 26 00	I1616	 Gx	  1.7	
01 05 06.1	-17 45 00	  369	 Gx	  1.3	
01 05 06.1	+33 13 00	I1614	   	     	
01 05 12.1	+62 02 00	  358	Ast	     	
01 05 18.1	-72 00 00	  395	   	     	
01 05 18.1	-72 02 00	I1624	   	     	
01 05 54.1	+04 05 00	I  74	 Gx	     	15.0
01 06 00.1	+32 25 00	I1618	 Gx	  1.2	16.0
01 06 06.1	-16 34 00	  363	 Gx	     	15.0
01 06 06.1	-73 17 00	I1626	   	     	
01 06 12.1	-30 11 00	  378	 Gx	     	14.0
01 06 18.1	-20 03 00	  377	***	     	
01 06 24.1	+62 14 00	  366	 OC	  3.0	
01 06 24.1	-46 43 00	I1621	   	     	
01 06 36.1	+32 25 00	  370	  -	     	
01 06 42.1	+32 26 00	  372	***	     	
01 07 00.1	+32 18 00	  373	 Gx	     	
01 07 06.1	+32 46 00	  374	 Gx	     	14.0
01 07 06.1	+32 21 00	  375	 Gx	  1.3	16.0
01 07 06.1	+13 58 00	I1620	 Gx	  1.2	14.0
01 07 12.1	+10 51 00	I  75	 Gx	  1.6	15.0
01 07 18.1	+32 31 00	  379	 Gx	  1.8	12.6
01 07 18.1	+32 29 00	  380	 Gx	  1.6	12.5
01 07 24.1	+32 24 00	  382	 Gx	  0.4	14.0
01 07 24.1	+32 25 00	  383	 Gx	  2.3	11.9
01 07 24.1	+32 18 00	  384	 Gx	  1.1	13.0
01 07 24.1	+32 19 00	  385	 Gx	  1.5	12.9
01 07 24.1	-69 53 00	  406	 Gx	  3.8	12.0
01 07 24.1	+33 04 00	I1619	 Gx	     	15.0
01 07 30.1	+32 22 00	  386	 Gx	  0.9	14.1
01 07 30.1	+32 23 00	  387	 Gx	     	
01 07 30.1	+00 56 00	  391	 Gx	     	14.0
01 07 30.1	-17 30 00	I1622	   	     	
01 07 42.1	-17 28 00	I1623	   	     	
01 07 42.1	-46 54 00	I1625	 Gx	  2.1	
01 07 48.1	+32 19 00	  388	 Gx	  0.8	14.3
01 07 54.1	-71 46 00	  411	   	     	
01 08 00.1	+04 32 00	  396	 Gx	     	
01 08 06.1	+32 27 00	  390	 Gx	     	
01 08 06.1	-72 21 00	  416	 Gb	  1.1	11.0
01 08 12.1	-04 32 00	I  76	 Gx	  0.7	15.0
01 08 12.1	-46 06 00	I1627	 Gx	  2.5	
01 08 18.1	+61 35 00	  381	 OC	  6.0	 9.0
01 08 18.1	-46 40 00	  405	 D*	     	
01 08 18.1	-72 53 00	  419	 Gb	  2.6	10.0
01 08 18.1	-46 45 00	I1630	 Gx	  1.7	
01 08 24.1	+33 07 00	  392	 Gx	     	14.0
01 08 24.1	+33 08 00	  394	 Gx	     	15.0
01 08 30.1	+39 42 00	  389	 Gx	     	15.0
01 08 30.1	+33 06 00	  397	 Gx	     	15.0
01 08 36.1	+39 40 00	  393	 Gx	     	13.0
01 08 42.1	-15 25 00	I  77	 Gx	     	
01 08 48.1	+32 30 00	  398	 Gx	     	15.0
01 08 48.1	-15 51 00	I  78	 Gx	     	
01 08 48.1	-15 57 00	I  79	 Gx	  0.7	
01 08 48.1	-28 35 00	I1628	 Gx	  1.4	
01 08 48.1	-46 29 00	I1631	 Gx	  1.3	
01 08 54.1	-71 46 00	  422	   	     	
01 08 54.1	-15 24 00	I  80	 Gx	     	
01 09 00.1	+32 37 00	  399	 Gx	     	14.0
01 09 00.1	+32 44 00	  400	  -	     	
01 09 06.1	+32 46 00	  401	  -	     	
01 09 06.1	-16 00 00	I  82	 Gx	     	
01 09 12.1	+32 49 00	  402	  -	     	
01 09 12.1	+32 45 00	  403	 Gx	  2.1	13.0
01 09 12.1	-01 41 00	I  81	   	     	
01 09 12.1	-73 12 00	I1644	   	     	
01 09 18.1	-71 46 00	I1641	   	     	
01 09 24.1	+35 43 00	  404	 Gx	  4.4	10.1
01 09 24.1	+02 34 00	I1629	 Gx	     	16.0
01 09 30.1	-35 48 00	  409	 Gx	  1.5	
01 09 30.1	-02 50 00	  413	 Gx	     	16.0
01 09 54.1	-45 56 00	I1633	 Gx	  3.0	
01 10 12.1	-35 29 00	  415	 Gx	     	
01 10 18.1	-20 01 00	  412	  -	     	
01 10 30.1	+01 41 00	I  83	 Gx	  0.5	15.0
01 10 36.1	+33 07 00	  407	 Gx	  2.0	14.0
01 10 36.1	-30 13 00	  418	 Gx	  2.3	13.0
01 10 42.1	+17 41 00	I1632	   	     	
01 10 54.1	+33 06 00	  408	 Gx	     	
01 11 00.1	+33 09 00	  410	 Gx	  2.6	13.0
01 11 00.1	-30 26 00	I1637	 Gx	  1.8	
01 11 06.1	-18 10 00	  417	 Gx	     	15.0
01 11 06.1	+17 39 00	I1634	   	     	
01 11 06.1	+17 39 00	I1635	   	     	
01 11 18.1	+33 06 00	  414	 Gx	     	14.0
01 11 24.1	-29 13 00	  423	 Gx	     	14.0
01 11 30.1	-38 05 00	  424	 Gx	  2.1	
01 11 30.1	+01 39 00	I  84	 Gx	     	15.0
01 11 36.1	+33 21 00	I1636	   	     	
01 11 48.1	-61 32 00	  432	 Gx	  1.5	
01 11 48.1	-00 28 00	I  85	   	     	
01 11 48.1	-00 39 00	I1639	 Gx	  0.8	14.0
01 11 48.1	-55 51 00	I1649	 Gx	  1.6	
01 11 54.1	-00 37 00	I1640	 Gx	     	15.0
01 11 54.1	-71 20 00	I1655	 OC	     	
01 12 06.1	+32 06 00	  420	 Gx	     	13.0
01 12 06.1	+32 09 00	  421	  -	     	
01 12 12.1	-58 15 00	  434	 Gx	  1.9	13.0
01 12 12.1	-00 24 00	I1643	 Gx	     	15.0
01 12 18.1	+33 21 00	I1638	 Gx	  0.4	15.0
01 12 18.1	-50 24 00	I1650	 Gx	  1.5	
01 12 24.1	+15 45 00	I1642	   	     	
01 12 30.1	-32 03 00	  427	 Gx	     	15.0
01 12 30.1	+15 44 00	I1645	   	     	
01 12 36.1	-71 45 00	I1660	   	     	
01 12 36.1	-73 27 00	I1662	 OC	     	
01 12 42.1	+15 41 00	I1646	 Gx	  0.5	15.0
01 12 54.1	-00 17 00	  426	 Gx	     	14.0
01 12 54.1	+00 59 00	  428	 Gx	  4.1	11.4
01 12 54.1	-58 17 00	  440	 Gx	  1.0	
01 13 00.1	+38 48 00	  425	 Gx	     	13.0
01 13 00.1	-00 20 00	  429	 Gx	     	14.0
01 13 06.1	-00 15 00	  430	 Gx	     	13.0
01 13 12.1	+38 53 00	I1647	 Gx	     	15.0
01 13 24.1	-37 56 00	  438	 Gx	     	
01 13 30.1	-16 14 00	I  86	 Gx	     	
01 13 30.1	+02 06 00	I1651	   	     	
01 13 42.1	+33 13 00	I1648	   	     	
01 13 48.1	-31 45 00	  439	 Gx	     	13.0
01 14 00.1	+02 04 00	  435	 Gx	     	15.0
01 14 00.1	-31 47 00	  441	 Gx	     	14.0
01 14 06.1	-32 39 00	I1657	 Gx	  2.1	
01 14 06.1	-32 39 00	I1663	   	     	
01 14 12.1	+33 44 00	  431	 Gx	     	14.0
01 14 18.1	+00 46 00	I  87	 Gx	     	15.0
01 14 18.1	-69 48 00	I1664	  ?	     	
01 14 24.1	+05 56 00	  437	 Gx	     	14.0
01 14 24.1	-55 24 00	  454	 Gx	  1.9	
01 14 24.1	-73 17 00	  456	 Nb	 15.0	
01 14 30.1	+00 48 00	I  88	   	     	
01 14 36.1	-01 01 00	  442	 Gx	  1.2	15.0
01 14 48.1	-72 18 00	  460	C+N	     	
01 14 54.1	+01 56 00	  445	 Gx	     	15.0
01 14 54.1	+04 11 00	  446	 Gx	     	15.0
01 14 54.1	-71 33 00	  458	   	     	
01 15 00.1	+31 58 00	I1652	 Gx	  1.4	14.0
01 15 06.1	+33 23 00	  443	 Gx	     	14.0
01 15 06.1	+33 23 00	I1653	 Gx	  1.1	13.5
01 15 12.1	+30 12 00	I1654	 Gx	  1.6	14.0
01 15 18.1	+60 08 00	  433	 OC	  3.0	
01 15 18.1	-01 37 00	  448	 Gx	     	13.0
01 15 30.1	-00 52 00	  450	 Gx	  3.2	12.1
01 15 30.1	-73 20 00	  465	 OC	     	
01 15 36.1	+58 49 00	  436	 OC	  6.0	 8.8
01 15 36.1	+33 04 00	  447	 Gx	  2.6	14.0
01 15 36.1	+33 05 00	I1656	   	     	
01 15 48.1	+31 05 00	I1658	   	     	
01 15 54.1	+31 05 00	  444	 Gx	     	14.0
01 16 00.1	+05 11 00	  455	 Gx	     	14.0
01 16 06.1	+33 05 00	  449	 Gx	  0.7	14.3
01 16 06.1	+04 18 00	I  89	 Gx	  2.3	
01 16 06.1	+30 21 00	I1659	 Gx	  1.6	15.0
01 16 12.1	+33 04 00	  451	 Gx	     	15.0
01 16 12.1	+33 05 00	I1661	   	     	
01 16 18.1	+31 02 00	  452	 Gx	     	14.0
01 16 18.1	+33 05 00	  453	***	     	
01 16 30.1	-07 58 00	I  90	 Gx	  0.5	14.0
01 17 12.1	-58 55 00	  466	 Gx	  2.1	
01 17 18.1	-33 50 00	  461	 Gx	  1.2	
01 17 36.1	-17 07 00	I1667	   	     	
01 17 42.1	+34 42 00	I1665	   	     	
01 18 00.1	+17 33 00	  459	 Gx	     	15.0
01 18 06.1	+04 14 00	  462	 Gx	     	
01 18 30.1	+32 28 00	I1666	   	     	
01 18 42.1	+02 33 00	I  91	   	     	
01 18 48.1	+33 11 00	I1668	 Gx	     	16.0
01 18 54.1	+16 19 00	  463	 Gx	     	15.0
01 19 00.1	+34 58 00	  464	 Gx	     	
01 19 00.1	-17 04 00	I  93	 Gx	  1.2	14.0
01 19 00.1	-50 39 00	I1674	   	     	
01 19 06.1	+58 20 00	  457	 OC	 13.0	 6.4
01 19 12.1	+03 18 00	  467	 Gx	  2.4	11.9
01 19 12.1	-16 51 00	I1670	   	     	
01 19 18.1	-12 34 00	I  95	   	     	
01 19 24.1	+14 53 00	  469	 Gx	     	15.0
01 19 36.1	-58 31 00	  484	 Gx	  2.2	
01 19 36.1	-17 06 00	I1671	   	     	
01 19 42.1	+03 25 00	  470	 Gx	  3.0	11.9
01 19 48.1	+32 47 00	  468	 Gx	     	15.0
01 19 54.1	+14 47 00	  471	 Gx	     	14.0
01 19 54.1	+16 33 00	  473	 Gx	  2.2	13.0
01 19 54.1	+32 46 00	I  92	 Gx	  0.7	15.0
01 20 00.1	+14 51 00	  475	 Gx	     	
01 20 00.1	+14 51 00	I  97	   	     	
01 20 06.1	+03 25 00	  474	 Gx	  7.9	11.1
01 20 06.1	+32 42 00	I  94	   	     	
01 20 06.1	+33 12 00	I1669	 Gx	     	16.0
01 20 12.1	+16 01 00	  476	 Gx	     	15.0
01 20 12.1	-22 22 00	  478	 Gx	     	15.0
01 20 18.1	-40 57 00	  482	 Gx	     	
01 20 18.1	+29 40 00	I  96	   	     	
01 20 30.1	+32 43 00	  472	 Gx	     	14.0
01 20 42.1	+29 42 00	I1672	 Gx	  1.8	14.0
01 20 48.1	+33 01 00	I1673	   	     	
01 20 54.1	-09 52 00	  480	   	     	
01 21 00.1	-09 12 00	  481	 Gx	     	14.0
01 21 00.1	-12 37 00	I  98	 Gx	  0.6	15.0
01 21 00.1	+34 16 00	I1675	 Gx	  0.8	14.0
01 21 00.1	+30 16 00	I1676	 Gx	     	16.0
01 21 00.1	+05 34 00	I1678	 Gx	     	15.0
01 21 12.1	+33 14 00	I1677	 Gx	  0.9	15.0
01 21 18.1	+40 29 00	  477	 Gx	     	14.0
01 21 18.1	+03 52 00	  479	 Gx	     	15.0
01 21 24.1	+07 01 00	  485	 Gx	  1.9	14.0
01 21 24.1	-34 03 00	  491	 Gx	  1.5	13.0
01 21 24.1	+00 05 00	I1681	 Gx	     	15.0
01 21 48.1	-16 21 00	  487	 Gx	     	14.0
01 21 48.1	+05 15 00	  488	 Gx	  5.2	10.3
01 21 48.1	+09 12 00	  489	 Gx	     	13.0
01 21 48.1	+33 28 00	I1679	 Gx	  0.5	15.0
01 21 54.1	+33 18 00	I1680	 Gx	  0.6	15.0
01 22 00.1	+33 32 00	  483	 Gx	     	14.0
01 22 06.1	+05 24 00	  486	 Gx	     	15.0
01 22 06.1	+05 22 00	  490	 Gx	     	15.0
01 22 12.1	+05 25 00	  492	 Gx	     	15.0
01 22 12.1	+00 57 00	  493	 Gx	  3.8	12.5
01 22 12.1	+33 13 00	I1682	   	     	
01 22 24.1	-00 53 00	  497	 Gx	  2.4	14.0
01 22 30.1	-12 57 00	I  99	 Gx	  0.5	15.0
01 22 36.1	+34 27 00	I1683	 Gx	  1.7	14.0
01 22 42.1	+05 24 00	  500	 Gx	     	15.0
01 22 48.1	+09 03 00	  502	 Gx	     	14.0
01 22 54.1	+33 28 00	  495	 Gx	  1.5	13.2
01 22 54.1	+09 28 00	  505	 Gx	     	15.0
01 22 54.1	-04 39 00	I 100	   	     	
01 22 54.1	+33 23 00	I1684	   	     	
01 23 00.1	+33 11 00	  494	 Gx	     	14.0
01 23 00.1	+33 11 00	I1685	 Gx	  1.9	13.0
01 23 12.1	+33 28 00	  499	 Gx	  2.0	12.0
01 23 12.1	+33 26 00	I1686	   	     	
01 23 18.1	+33 33 00	  496	 Gx	     	14.0
01 23 18.1	+33 30 00	  498	 Gx	     	16.0
01 23 24.1	+33 27 00	  501	 Gx	     	15.0
01 23 24.1	+09 26 00	  509	 Gx	  1.7	15.0
01 23 24.1	+33 17 00	I1687	 Gx	  0.4	16.0
01 23 24.1	+33 04 00	I1688	   	     	
01 23 30.1	+33 21 00	  503	 Gx	     	15.0
01 23 30.1	+33 13 00	  504	 Gx	     	14.0
01 23 30.1	+11 17 00	  511	 Gx	     	15.0
01 23 36.1	+33 14 00	  506	  -	     	
01 23 42.1	+33 15 00	  507	 Gx	  4.3	11.2
01 23 42.1	+33 17 00	  508	 Gx	  1.6	12.8
01 23 42.1	+33 26 00	  510	 Gx	     	
01 23 48.1	+33 49 00	  513	 Gx	     	13.0
01 23 48.1	+33 04 00	I1689	 Gx	  0.7	15.0
01 23 48.1	+33 10 00	I1690	 Gx	     	15.0
01 23 54.1	-35 03 00	  526	 Gx	     	
01 24 00.1	+33 55 00	  512	 Gx	     	14.0
01 24 00.1	-35 06 00	  527	 Gx	     	
01 24 00.1	-01 39 00	I1693	 Gx	     	
01 24 06.1	+12 55 00	  514	 Gx	  3.5	11.9
01 24 06.1	+09 33 00	  516	 Gx	  1.6	14.0
01 24 06.1	+09 56 00	I 101	 Gx	  1.6	15.0
01 24 18.1	+09 20 00	  518	 Gx	  1.9	14.0
01 24 24.1	+09 54 00	I 102	 Gx	  1.0	16.0
01 24 30.1	-01 38 00	  519	 Gx	     	
01 24 30.1	+33 23 00	I1691	   	     	
01 24 36.1	+33 29 00	  515	 Gx	     	14.0
01 24 36.1	+03 48 00	  520	 Gx	  4.8	11.2
01 24 36.1	+01 44 00	  521	 Gx	  3.4	13.0
01 24 36.1	-38 07 00	  534	 Gx	     	
01 24 36.1	+02 02 00	I 103	 Gx	  1.4	15.0
01 24 36.1	-01 27 00	I 104	 D*	     	
01 24 36.1	+33 15 00	I1692	 Gx	     	16.0
01 24 42.1	+33 27 00	  517	 Gx	     	13.0
01 24 42.1	-01 35 00	  530	 Gx	  1.9	14.0
01 24 42.1	+02 05 00	I 105	 Gx	     	16.0
01 24 42.1	-01 35 00	I 106	   	     	
01 24 42.1	-12 38 00	I 108	 Gx	  0.8	15.0
01 24 48.1	+10 00 00	  522	 Gx	  2.8	14.0
01 24 48.1	+09 32 00	  524	 Gx	  3.2	10.6
01 24 48.1	+09 42 00	  525	 Gx	     	14.0
01 24 48.1	+01 36 00	I1694	 Gx	     	15.0
01 24 54.1	-01 37 00	I1696	 Gx	  1.4	
01 24 54.1	-71 11 00	I1708	   	     	
01 25 00.1	+08 44 00	I1695	   	     	
01 25 06.1	-38 05 00	  544	 Gx	     	
01 25 06.1	-38 03 00	  546	 Gx	     	
01 25 06.1	+00 27 00	I1697	 Gx	     	15.0
01 25 12.1	+14 53 00	I 107	 Gx	  1.2	15.0
01 25 12.1	+02 04 00	I 109	 Gx	  1.3	15.0
01 25 18.1	+34 02 00	  523	 Gx	  3.1	14.0
01 25 18.1	+09 16 00	  532	 Gx	  2.8	14.0
01 25 18.1	-18 09 00	  539	 Gx	  1.8	14.0
